filename,treatment,treatment2,treatment3,spoken_comment,written_comment,opened,clicked,unsub,gender,english,age,yearbuilt,units,lowrise,mid_highrise,dem,rep,npp,vote_2020_general,vote_2017_municipal,vote_2016_general
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,19,1962,9,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,30,1953,10,1,0,1,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,27,1987,10,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,37,1955,7,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,38,1945,11,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,30,1927,6,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,47,1987,18,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,0,1,38,1923,12,1,0,0,0,1,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,35,1958,6,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,0,72,1993,75,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,44,1987,18,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,0,1,41,1921,10,1,0,0,0,1,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,25,1987,8,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,37,1987,9,1,0,1,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,40,1922,33,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,24,1969,55,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,46,1954,6,1,0,0,0,1,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,0,1,38,1965,16,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,22,1961,9,1,0,0,0,1,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,36,1971,36,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,31,1964,7,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,43,1986,16,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,49,1986,9,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,65,1944,8,1,0,0,1,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,36,1947,6,1,0,0,0,1,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,69,1987,27,1,0,0,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,24,1947,8,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,37,1952,5,1,0,0,0,1,1,1,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,20,1959.11783,16,1,0,0,1,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,40,1929,11,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,0,1,44,1919,42,1,0,0,0,1,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,32,1962,9,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,32,1987,34,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,39,1946,20,1,0,1,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,56,1923,12,1,0,0,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,19,1923,5,1,0,0,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,24,1923,6,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,21,1963,16,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,25,1923,10,1,0,0,0,0,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,28,1921,14,1,0,0,0,1,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,56,1986,102,1,0,0,0,1,1,0,1
longbeach_9.07_t2c,t2c,t2,treatment,0,0,1,0,0,1,1,26,1987,8,1,0,1,0,0,1,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,0,48,1930,16,1,0,1,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,1,1,49,1946,7,1,0,0,0,0,0,0,0
longbeach_9.07_t2c,t2c,t2,treatment,0,0,0,0,0,0,1,65,1941,9,1,0,0,1,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,46,1988,12,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,51,1961,7,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,24,1946,8,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1912,17,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1964,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,22,1988,8,1,0,0,0,1,1,1,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,27,1972,87,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,33,1964,12,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,38,1962,12,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,41,1968,56,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,35,1900,26,1,0,0,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,54,1948,8,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,32,1960,9,1,0,0,1,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,56,1988,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,24,1987,9,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,20,1963,9,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,27,1958,7,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,28,1956,8,1,0,0,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,35,1963,9,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,47,1921,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,36,1987,9,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,25,1953,7,1,0,0,0,1,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,0,45,1973,10,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,64,1989,80,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,38,1962,20,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,22,1963,32,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,26,1923,9,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,42,1954,6,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,20,1987,29,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,33,1969,14,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,52,1923,13,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,62,1962,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,30,1988,12,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,45,1948,5,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,54,1923,12,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,43,1923,10,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,61,1970,108,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,22,1944,7,1,0,0,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,29,1963,94,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,28,1931,14,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,21,1963,12,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,30,1974,54,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,31,1947,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,60,1986,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,20,1959,6,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,27,1947,8,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,56,1964,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,67,1943,21,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,0,38,1963,13,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,25,1963,20,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,28,1965,26,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,1,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,35,1912,17,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,66,1987,44,1,0,1,0,0,0,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,28,1964,34,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,54,1963,8,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,58,1915,25,1,0,0,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,67,1957,8,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,26,1990,8,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,21,1964,89,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,67,1973,16,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,0,48,1956,6,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,51,1940,5,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,20,1964,10,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,45,1986,102,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,56,1963,8,1,0,0,1,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,32,1948,8,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,56,1973,93,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,33,1987,25,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,28,1957,19,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,49,1987,18,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,27,1963,12,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,34,1929,16,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1963,10,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,53,1987,9,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,85,1963,28,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,27,1974,10,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,24,1925,20,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,26,1988,17,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,31,1988,8,1,0,1,0,0,0,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,27,1922,12,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,46,1960,6,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,23,1927,5,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,45,1948,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1961,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,29,1987,8,1,0,0,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,34,1928,13,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,55,1963,5,1,0,0,1,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,28,1958,10,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,35,1929,27,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,36,1922,10,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,58,1962,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,19,1908,6,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,41,1969,55,1,0,0,0,1,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,20,1987,9,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,45,1962,10,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,35,1959,15,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,18,1920,5,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,41,1957,12,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,36,1964,60,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,23,1947,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,69,2015,41,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,43,1948,20,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,0,40,1958,12,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,50,1969,106,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,33,1962,10,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,46,1928,12,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1987,9,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,40,1962,8,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,59,1965,16,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,78,1965,296,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,45,1985,10,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,31,1961,6,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,32,1923,9,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,40,1923,13,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,32,1923,10,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,29,1972,87,1,0,0,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,43,1928,16,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,25,1988,139,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,20,1963,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,21,1985,8,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,24,1923,12,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,0,52,1963,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,22,1963,8,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,0,36,1979,22,1,0,0,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,60,1957,14,1,0,0,1,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,24,1963,48,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,43,1922,15,1,0,0,1,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,58,1957,12,1,0,0,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,60,1988,16,1,0,1,0,0,1,1,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,62,1987,8,1,0,0,1,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,37,1963,8,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,68,1970,108,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,0,1,31,1987,10,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,33,1923,6,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,74,1987,59,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,29,1962,12,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,31,1960,8,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,26,1922,13,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,31,1953,6,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,61,1956,7,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,38,1929,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,21,1962,44,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,62,1977,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,22,1987,9,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,0,1,1,79,1965,296,1,0,0,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,42,1937,8,1,0,0,1,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,24,1968,56,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,46,1963,9,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,41,1953,5,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,23,1970,21,1,0,0,0,1,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,25,1963,18,1,0,1,0,0,0,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,1,0,1,51,1963,20,1,0,0,0,1,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,44,1986,16,1,0,1,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,22,1986,12,1,0,0,0,0,1,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,22,1953,10,1,0,0,0,1,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,1,0,1,0,1,66,1971,8,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0.55113796,0.977381287,37.81188536,1959.11783,24.49654686,0.975410988,0.022621891,0.587946052,0.091317786,0.243748244,0.739393088,0.057881427,0.372998033
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,40,1965,32,1,0,1,0,0,0,0,0
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,1,1,58,1986,12,1,0,1,0,0,1,0,1
longbeach_9.14_placebo,placebo,placebo,placebo,0,0,0,0,0,0,1,35,1961,14,1,0,0,0,1,1,0,0
